timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
21760,163.85,164.82,980.03,1960.0,-7542.5,-43155.0
21789,165.07,165.55,976.24,-3780.0,-787.5,-43855.0
21818,163.48,167.26,973.8,-5057.5,-490.0,-44100.0
21847,160.8,169.34,972.58,-6597.5,-770.0,-47267.5
21876,156.28,171.04,972.83,-7840.0,280.0,-49630.0
21905,149.33,171.78,973.93,-8277.5,-910.0,-54005.0
21934,137.98,170.31,974.9,-8802.5,665.0,-57067.5
21963,121.63,166.77,974.29,-7770.0,-3115.0,-59587.5
21992,97.36,160.43,973.8,-8732.5,-6282.5,-59010.0
22021,60.51,151.65,977.59,-9607.5,612.5,-41982.5
22050,17.93,143.11,983.69,-4550.0,840.0,-10535.0
22079,-15.98,137.01,989.66,-1067.5,122.5,17412.5
22108,-36.36,133.1,996.37,5005.0,-245.0,33057.5
22137,-46.12,131.88,1001.74,10447.5,-2817.5,40355.0
22166,-48.07,132.98,1004.18,12092.5,-3097.5,42840.0
22195,-45.38,135.66,1004.3,12110.0,-1662.5,43015.0
22224,-39.53,139.08,1002.35,14420.0,-4900.0,42245.0
22253,-29.77,142.74,996.86,11322.5,-2817.5,40232.5
22282,-18.91,145.67,992.23,1820.0,4427.5,39270.0
22311,-8.66,147.74,991.74,3587.5,1225.0,38167.5
22340,1.1,149.57,990.4,10150.0,-5495.0,36330.0
22369,10.61,151.28,985.03,10395.0,-4917.5,41317.5
22398,24.16,153.23,978.32,3080.0,1837.5,44677.5
22427,42.21,155.31,973.93,2030.0,-490.0,40092.5
22456,62.95,158.6,972.1,3990.0,-4742.5,34195.0
22485,88.08,164.58,970.88,3797.5,-2852.5,28175.0
22514,118.1,172.75,969.78,1610.0,-1312.5,14770.0
22543,147.62,181.54,968.68,1575.0,-507.5,-2572.5
22572,170.92,189.1,966.36,227.5,1417.5,-15610.0
22601,187.39,194.71,963.19,-3150.0,3412.5,-23992.5
22630,198.37,198.13,960.87,-5460.0,5127.5,-29890.0
22659,203.74,200.2,959.29,-6300.0,5792.5,-34580.0
22688,204.35,201.06,958.92,-6807.5,2660.0,-38675.0
22717,201.79,201.3,960.02,-4830.0,105.0,-39200.0
22746,196.91,202.4,959.77,-5775.0,4252.5,-38132.5
22775,187.64,203.37,960.87,-11497.5,10220.0,-36575.0
22804,174.7,202.76,967.09,-4952.5,4287.5,-30450.0
22833,165.19,202.03,971.73,752.5,1120.0,-29050.0
22863,157.14,201.06,972.22,-1977.5,3622.5,-34265.0
